site_name,date,ndvi
Eureka Dunes,2025-04-26,0.3264029326534331
Tuolumne County,2025-04-27,0.2173370906567346
White Mountains,2025-04-28,0.4976287186827696
White Mountains,2025-04-29,0.451813357294703
White Mountains,2025-04-30,0.19903528608011867
Eureka Dunes,2025-05-01,0.49664114962225037
Tuolumne County,2025-05-02,0.4443249334684126
Eureka Dunes,2025-05-03,0.6532142574100843
White Mountains,2025-05-04,0.3297357872486977
Tuolumne County,2025-05-05,0.3534144242500575
Eureka Dunes,2025-05-06,0.3682474658989222
Tuolumne County,2025-05-07,0.4099499852639451
Eureka Dunes,2025-05-08,0.48995680306302763
Eureka Dunes,2025-05-09,0.5975270291133089
White Mountains,2025-05-10,0.4233371593277844
Eureka Dunes,2025-05-11,0.37067046077493343
Eureka Dunes,2025-05-12,0.25429970749213593
White Mountains,2025-05-13,0.4186744850243394
White Mountains,2025-05-14,0.4658447866782592
Tuolumne County,2025-05-15,0.6343498649769643
Eureka Dunes,2025-05-16,0.4713157999664042
Eureka Dunes,2025-05-17,0.49028343829247595
White Mountains,2025-05-18,0.3438077183506339
Eureka Dunes,2025-05-19,0.5285051326468027
White Mountains,2025-05-20,0.5477794062117323
Tuolumne County,2025-05-21,0.35351103361390157
Tuolumne County,2025-05-22,0.31788766969951004
Tuolumne County,2025-05-23,0.20444429478706613
Tuolumne County,2025-05-24,0.1883182500602717
Tuolumne County,2025-05-25,0.3794900081322832
Tuolumne County,2025-05-26,0.592110541230599
White Mountains,2025-05-27,0.47122143747893885
White Mountains,2025-05-28,0.36787443955215676
White Mountains,2025-05-29,0.4474767360288537
Eureka Dunes,2025-05-30,0.33523924744346056
White Mountains,2025-05-31,0.5562187642798714
White Mountains,2025-06-01,0.23489627019981066
White Mountains,2025-06-02,0.5522373794359173
White Mountains,2025-06-03,0.4339298321087744
Tuolumne County,2025-06-04,0.7493222915604554
Tuolumne County,2025-06-05,0.5260116083125072
Eureka Dunes,2025-06-06,0.7561926497165178
Tuolumne County,2025-06-07,0.42338152589603123
White Mountains,2025-06-08,0.723852506049957
White Mountains,2025-06-09,0.47751396097888205
Eureka Dunes,2025-06-10,0.6922732897963925
Eureka Dunes,2025-06-11,0.4167049122609641
Tuolumne County,2025-06-12,0.7835057445617504
White Mountains,2025-06-13,0.4335691159166519
White Mountains,2025-06-14,0.4538970134438678
Eureka Dunes,2025-06-15,0.5093031908691124
Tuolumne County,2025-06-16,0.1302033737337665
Eureka Dunes,2025-06-17,0.6097822633275768
White Mountains,2025-06-18,0.36583995780809464
Eureka Dunes,2025-06-19,0.5554538965640284
Tuolumne County,2025-06-20,0.28200571158921656
Tuolumne County,2025-06-21,0.3052671319394351
Tuolumne County,2025-06-22,0.18590340381973075
Eureka Dunes,2025-06-23,0.365820796099641
White Mountains,2025-06-24,0.3392327232247087
Tuolumne County,2025-06-25,0.5049972348656185
White Mountains,2025-06-26,0.30888840169829257
Eureka Dunes,2025-06-27,0.566811465166109
White Mountains,2025-06-28,0.4348389199759136
Tuolumne County,2025-06-29,0.2833727946356356
Tuolumne County,2025-06-30,0.3589974745189712
Eureka Dunes,2025-07-01,0.34278068834588776
Tuolumne County,2025-07-02,0.4282169296136645
Eureka Dunes,2025-07-03,0.5279521666416171
Eureka Dunes,2025-07-04,0.5396137795732605
Tuolumne County,2025-07-05,0.3468417158159606
White Mountains,2025-07-06,0.4307732759444268
Eureka Dunes,2025-07-07,0.2811679042790124
White Mountains,2025-07-08,0.4690008958048852
Eureka Dunes,2025-07-09,0.5491838394662587
Tuolumne County,2025-07-10,0.4933741306287899
White Mountains,2025-07-11,0.43331604686666986
Eureka Dunes,2025-07-12,0.5188678958057359
White Mountains,2025-07-13,0.5168254757747497
White Mountains,2025-07-14,0.47648681776819246
White Mountains,2025-07-15,0.30069668213213546
Tuolumne County,2025-07-16,0.5729624553403463
White Mountains,2025-07-17,0.3426391583751447
Tuolumne County,2025-07-18,0.5663594797264437
Tuolumne County,2025-07-19,0.737673714583992
Eureka Dunes,2025-07-20,0.45062029228219114
Tuolumne County,2025-07-21,0.35754877831154275
Eureka Dunes,2025-07-22,0.4243570637926007
Tuolumne County,2025-07-23,0.460658794678417
Eureka Dunes,2025-07-24,0.6342178715719825
Tuolumne County,2025-07-25,0.4779022255404155
White Mountains,2025-07-26,0.39881792532998805
Tuolumne County,2025-07-27,0.5108807093194009
Tuolumne County,2025-07-28,0.33673447241317706
Eureka Dunes,2025-07-29,0.38618113473739735
Tuolumne County,2025-07-30,0.5113353742537255
White Mountains,2025-07-31,0.20998037318369892
White Mountains,2025-08-01,0.3259005041982502
Tuolumne County,2025-08-02,0.48015694329657843
Tuolumne County,2025-08-03,0.33544631929535207
Tuolumne County,2025-08-04,0.5776869993263432
Eureka Dunes,2025-08-05,0.4581012162362988
Tuolumne County,2025-08-06,0.588235379424999
Eureka Dunes,2025-08-07,0.3672821629905649
Tuolumne County,2025-08-08,0.5270291878940688
White Mountains,2025-08-09,0.36184560666887106
Tuolumne County,2025-08-10,0.4034114291107121
Tuolumne County,2025-08-11,0.4068646338660663
Tuolumne County,2025-08-12,0.3074136835940932
Eureka Dunes,2025-08-13,0.42989429343462393
Eureka Dunes,2025-08-14,0.38522816745247407
White Mountains,2025-08-15,0.5186630438179283
Tuolumne County,2025-08-16,0.3685206504929452
Tuolumne County,2025-08-17,0.6055021899681827
White Mountains,2025-08-18,0.5231247380488374
Tuolumne County,2025-08-19,0.4173641853220856
Eureka Dunes,2025-08-20,0.438762102403689
Tuolumne County,2025-08-21,0.39133929100251413
Tuolumne County,2025-08-22,0.07275900003786306
White Mountains,2025-08-23,0.56743860407492
Eureka Dunes,2025-08-24,0.35434894926483107
White Mountains,2025-08-25,0.23234885057472215
Tuolumne County,2025-08-26,0.43649849457655016
Eureka Dunes,2025-08-27,0.37936921668958334
Tuolumne County,2025-08-28,0.6223408472441654
White Mountains,2025-08-29,0.44668255054486394
Eureka Dunes,2025-08-30,0.22066321664496996
White Mountains,2025-08-31,0.36698964513897175
Tuolumne County,2025-09-01,0.4628395911235511
White Mountains,2025-09-02,0.6727154666736782
Tuolumne County,2025-09-03,0.2727457454416675
Tuolumne County,2025-09-04,0.6782222315441646
Eureka Dunes,2025-09-05,0.4185392594994339
Tuolumne County,2025-09-06,0.4369168193274522
Tuolumne County,2025-09-07,0.3231296591378673
Tuolumne County,2025-09-08,0.21432663050265835
Eureka Dunes,2025-09-09,0.42282835611520797
Tuolumne County,2025-09-10,0.41517308981561774
Tuolumne County,2025-09-11,0.2004196148003532
Tuolumne County,2025-09-12,0.442620063130722
White Mountains,2025-09-13,0.4785751079972401
White Mountains,2025-09-14,0.4131888322609613
Tuolumne County,2025-09-15,0.5253818768603666
Eureka Dunes,2025-09-16,0.36866465950755956
Eureka Dunes,2025-09-17,0.46474385353783454
Eureka Dunes,2025-09-18,0.0738404186582508
Eureka Dunes,2025-09-19,0.6813728444276307
Eureka Dunes,2025-09-20,0.4217621173863959
White Mountains,2025-09-21,0.5736019215963599
Eureka Dunes,2025-09-22,0.4395041512416209
Tuolumne County,2025-09-23,0.4040140197273689
White Mountains,2025-09-24,0.3326796318631461
Eureka Dunes,2025-09-25,0.45995500190797944
Tuolumne County,2025-09-26,0.3839575709717495
Tuolumne County,2025-09-27,0.13172930972847796
Eureka Dunes,2025-09-28,0.27159400209126594
Tuolumne County,2025-09-29,0.51764250491381
Tuolumne County,2025-09-30,0.5065539313090729
Eureka Dunes,2025-10-01,0.3076688664375189
White Mountains,2025-10-02,0.32934137090525145
Eureka Dunes,2025-10-03,0.515860224929664
White Mountains,2025-10-04,0.1465449716656192
Eureka Dunes,2025-10-05,0.3309948239535432
White Mountains,2025-10-06,0.5636526450196343
Eureka Dunes,2025-10-07,0.6247764713228529
Eureka Dunes,2025-10-08,0.5574909600759946
White Mountains,2025-10-09,0.4775789976657846
Eureka Dunes,2025-10-10,0.6364990474292521
Tuolumne County,2025-10-11,0.24655156153890473
White Mountains,2025-10-12,0.6543737867208099
White Mountains,2025-10-13,0.29620550504651055
Tuolumne County,2025-10-14,0.11496547403454821
Eureka Dunes,2025-10-15,0.6101968122736734
