lt,t,v,timestamp
2025-10-05T03:30:00.000,2025-10-05T11:30:00.000Z,-3.671,2025-10-05T00:00:00Z
2025-10-05T03:20:00.000,2025-10-05T11:20:00.000Z,-3.786,2025-10-05T00:00:00Z
2025-10-05T03:10:00.000,2025-10-05T11:10:00.000Z,-3.892,2025-10-05T00:00:00Z
2025-10-05T03:00:00.000,2025-10-05T11:00:00.000Z,-3.819,2025-10-05T00:00:00Z
2025-10-05T02:50:00.000,2025-10-05T10:50:00.000Z,-3.863,2025-10-05T00:00:00Z
2025-10-05T02:40:00.000,2025-10-05T10:40:00.000Z,-3.776,2025-10-05T00:00:00Z
2025-10-05T02:30:00.000,2025-10-05T10:30:00.000Z,-3.673,2025-10-05T00:00:00Z
2025-10-05T02:20:00.000,2025-10-05T10:20:00.000Z,-3.354,2025-10-05T00:00:00Z
2025-10-05T02:10:00.000,2025-10-05T10:10:00.000Z,-2.284,2025-10-05T00:00:00Z
2025-10-05T02:00:00.000,2025-10-05T10:00:00.000Z,-2.362,2025-10-05T00:00:00Z
2025-10-05T01:50:00.000,2025-10-05T09:50:00.000Z,-3.413,2025-10-05T00:00:00Z
2025-10-05T01:40:00.000,2025-10-05T09:40:00.000Z,-3.35,2025-10-05T00:00:00Z
2025-10-05T01:30:00.000,2025-10-05T09:30:00.000Z,-3.347,2025-10-05T00:00:00Z
2025-10-05T01:20:00.000,2025-10-05T09:20:00.000Z,-3.111,2025-10-05T00:00:00Z
2025-10-05T01:10:00.000,2025-10-05T09:10:00.000Z,-3.132,2025-10-05T00:00:00Z
2025-10-05T01:00:00.000,2025-10-05T09:00:00.000Z,-3.14,2025-10-05T00:00:00Z
2025-10-05T00:50:00.000,2025-10-05T08:50:00.000Z,-3.216,2025-10-05T00:00:00Z
2025-10-05T00:40:00.000,2025-10-05T08:40:00.000Z,-3.565,2025-10-05T00:00:00Z
2025-10-05T00:30:00.000,2025-10-05T08:30:00.000Z,-3.579,2025-10-05T00:00:00Z
2025-10-05T00:20:00.000,2025-10-05T08:20:00.000Z,-3.541,2025-10-05T00:00:00Z
2025-10-05T00:10:00.000,2025-10-05T08:10:00.000Z,-3.643,2025-10-05T00:00:00Z
2025-10-05T00:00:00.000,2025-10-05T08:00:00.000Z,-3.742,2025-10-05T00:00:00Z
2025-10-04T23:50:00.000,2025-10-05T07:50:00.000Z,-3.713,2025-10-05T00:00:00Z
2025-10-04T23:40:00.000,2025-10-05T07:40:00.000Z,-3.897,2025-10-05T00:00:00Z
2025-10-04T23:30:00.000,2025-10-05T07:30:00.000Z,-3.769,2025-10-05T00:00:00Z
2025-10-04T23:20:00.000,2025-10-05T07:20:00.000Z,-3.755,2025-10-05T00:00:00Z
2025-10-04T23:10:00.000,2025-10-05T07:10:00.000Z,-3.923,2025-10-05T00:00:00Z
2025-10-04T23:00:00.000,2025-10-05T07:00:00.000Z,-3.959,2025-10-05T00:00:00Z
2025-10-04T22:50:00.000,2025-10-05T06:50:00.000Z,-4.104,2025-10-05T00:00:00Z
2025-10-04T22:40:00.000,2025-10-05T06:40:00.000Z,-4.475,2025-10-05T00:00:00Z
2025-10-04T22:30:00.000,2025-10-05T06:30:00.000Z,-4.601,2025-10-05T00:00:00Z
2025-10-04T22:20:00.000,2025-10-05T06:20:00.000Z,-4.496,2025-10-05T00:00:00Z
2025-10-04T22:10:00.000,2025-10-05T06:10:00.000Z,-4.293,2025-10-05T00:00:00Z
2025-10-04T22:00:00.000,2025-10-05T06:00:00.000Z,-4.119,2025-10-05T00:00:00Z
2025-10-04T21:50:00.000,2025-10-05T05:50:00.000Z,-3.88,2025-10-05T00:00:00Z
2025-10-04T21:40:00.000,2025-10-05T05:40:00.000Z,-3.634,2025-10-05T00:00:00Z
2025-10-04T21:30:00.000,2025-10-05T05:30:00.000Z,-3.455,2025-10-05T00:00:00Z
2025-10-04T21:20:00.000,2025-10-05T05:20:00.000Z,-3.185,2025-10-05T00:00:00Z
2025-10-04T21:10:00.000,2025-10-05T05:10:00.000Z,-3.071,2025-10-05T00:00:00Z
2025-10-04T21:00:00.000,2025-10-05T05:00:00.000Z,-2.802,2025-10-05T00:00:00Z
2025-10-04T20:50:00.000,2025-10-05T04:50:00.000Z,-2.932,2025-10-05T00:00:00Z
2025-10-04T20:40:00.000,2025-10-05T04:40:00.000Z,-2.91,2025-10-05T00:00:00Z
2025-10-04T20:30:00.000,2025-10-05T04:30:00.000Z,-2.808,2025-10-05T00:00:00Z
2025-10-04T20:20:00.000,2025-10-05T04:20:00.000Z,-2.696,2025-10-05T00:00:00Z
2025-10-04T20:10:00.000,2025-10-05T04:10:00.000Z,-2.607,2025-10-05T00:00:00Z
2025-10-04T20:00:00.000,2025-10-05T04:00:00.000Z,-2.566,2025-10-05T00:00:00Z
2025-10-04T19:50:00.000,2025-10-05T03:50:00.000Z,-2.583,2025-10-05T00:00:00Z
2025-10-04T19:40:00.000,2025-10-05T03:40:00.000Z,-2.394,2025-10-05T00:00:00Z
2025-10-04T19:30:00.000,2025-10-05T03:30:00.000Z,-2.35,2025-10-05T00:00:00Z
2025-10-04T19:20:00.000,2025-10-05T03:20:00.000Z,-2.373,2025-10-05T00:00:00Z
2025-10-04T19:10:00.000,2025-10-05T03:10:00.000Z,-2.326,2025-10-05T00:00:00Z
2025-10-04T19:00:00.000,2025-10-05T03:00:00.000Z,-2.331,2025-10-05T00:00:00Z
2025-10-04T18:50:00.000,2025-10-05T02:50:00.000Z,-2.094,2025-10-05T00:00:00Z
2025-10-04T18:40:00.000,2025-10-05T02:40:00.000Z,-2.126,2025-10-05T00:00:00Z
2025-10-04T18:30:00.000,2025-10-05T02:30:00.000Z,-2.052,2025-10-05T00:00:00Z
2025-10-04T18:20:00.000,2025-10-05T02:20:00.000Z,-2.071,2025-10-05T00:00:00Z
2025-10-04T18:10:00.000,2025-10-05T02:10:00.000Z,-2.058,2025-10-05T00:00:00Z
2025-10-04T18:00:00.000,2025-10-05T02:00:00.000Z,-2.126,2025-10-05T00:00:00Z
2025-10-04T17:50:00.000,2025-10-05T01:50:00.000Z,-2.013,2025-10-05T00:00:00Z
2025-10-04T17:40:00.000,2025-10-05T01:40:00.000Z,-1.825,2025-10-05T00:00:00Z
2025-10-04T17:30:00.000,2025-10-05T01:30:00.000Z,-1.698,2025-10-05T00:00:00Z
2025-10-04T17:20:00.000,2025-10-05T01:20:00.000Z,-1.528,2025-10-05T00:00:00Z
2025-10-04T17:10:00.000,2025-10-05T01:10:00.000Z,-1.467,2025-10-05T00:00:00Z
2025-10-04T17:00:00.000,2025-10-05T01:00:00.000Z,-1.495,2025-10-05T00:00:00Z
2025-10-04T16:50:00.000,2025-10-05T00:50:00.000Z,-1.419,2025-10-05T00:00:00Z
2025-10-04T16:40:00.000,2025-10-05T00:40:00.000Z,-1.32,2025-10-05T00:00:00Z
2025-10-04T16:30:00.000,2025-10-05T00:30:00.000Z,-1.084,2025-10-05T00:00:00Z
2025-10-04T16:20:00.000,2025-10-05T00:20:00.000Z,-0.128,2025-10-05T00:00:00Z
2025-10-04T16:10:00.000,2025-10-05T00:10:00.000Z,-0.089,2025-10-05T00:00:00Z
2025-10-04T16:00:00.000,2025-10-05T00:00:00.000Z,-0.288,2025-10-05T00:00:00Z
2025-10-04T15:50:00.000,2025-10-04T23:50:00.000Z,-0.228,2025-10-04T00:00:00Z
2025-10-04T15:40:00.000,2025-10-04T23:40:00.000Z,0.125,2025-10-04T00:00:00Z
2025-10-04T15:30:00.000,2025-10-04T23:30:00.000Z,0.176,2025-10-04T00:00:00Z
2025-10-04T15:20:00.000,2025-10-04T23:20:00.000Z,0.312,2025-10-04T00:00:00Z
2025-10-04T15:10:00.000,2025-10-04T23:10:00.000Z,0.29,2025-10-04T00:00:00Z
2025-10-04T15:00:00.000,2025-10-04T23:00:00.000Z,0.432,2025-10-04T00:00:00Z
2025-10-04T14:50:00.000,2025-10-04T22:50:00.000Z,0.693,2025-10-04T00:00:00Z
2025-10-04T14:40:00.000,2025-10-04T22:40:00.000Z,0.781,2025-10-04T00:00:00Z
2025-10-04T14:30:00.000,2025-10-04T22:30:00.000Z,1.03,2025-10-04T00:00:00Z
2025-10-04T14:20:00.000,2025-10-04T22:20:00.000Z,1.99,2025-10-04T00:00:00Z
2025-10-04T14:10:00.000,2025-10-04T22:10:00.000Z,1.982,2025-10-04T00:00:00Z
2025-10-04T14:00:00.000,2025-10-04T22:00:00.000Z,0.976,2025-10-04T00:00:00Z
2025-10-04T13:50:00.000,2025-10-04T21:50:00.000Z,1.183,2025-10-04T00:00:00Z
2025-10-04T13:40:00.000,2025-10-04T21:40:00.000Z,1.171,2025-10-04T00:00:00Z
2025-10-04T13:30:00.000,2025-10-04T21:30:00.000Z,1.674,2025-10-04T00:00:00Z
2025-10-04T13:20:00.000,2025-10-04T21:20:00.000Z,1.88,2025-10-04T00:00:00Z
2025-10-04T13:10:00.000,2025-10-04T21:10:00.000Z,0.822,2025-10-04T00:00:00Z
2025-10-04T13:00:00.000,2025-10-04T21:00:00.000Z,0.798,2025-10-04T00:00:00Z
2025-10-04T12:50:00.000,2025-10-04T20:50:00.000Z,0.691,2025-10-04T00:00:00Z
2025-10-04T12:40:00.000,2025-10-04T20:40:00.000Z,-0.245,2025-10-04T00:00:00Z
2025-10-04T12:30:00.000,2025-10-04T20:30:00.000Z,-1.103,2025-10-04T00:00:00Z
2025-10-04T12:20:00.000,2025-10-04T20:20:00.000Z,-2.145,2025-10-04T00:00:00Z
2025-10-04T12:10:00.000,2025-10-04T20:10:00.000Z,-2.226,2025-10-04T00:00:00Z
2025-10-04T12:00:00.000,2025-10-04T20:00:00.000Z,-2.366,2025-10-04T00:00:00Z
2025-10-04T11:50:00.000,2025-10-04T19:50:00.000Z,-1.881,2025-10-04T00:00:00Z
2025-10-04T11:40:00.000,2025-10-04T19:40:00.000Z,-2.163,2025-10-04T00:00:00Z
2025-10-04T11:30:00.000,2025-10-04T19:30:00.000Z,-2.089,2025-10-04T00:00:00Z
2025-10-04T11:20:00.000,2025-10-04T19:20:00.000Z,-2.217,2025-10-04T00:00:00Z
2025-10-04T11:10:00.000,2025-10-04T19:10:00.000Z,-2.091,2025-10-04T00:00:00Z
2025-10-04T11:00:00.000,2025-10-04T19:00:00.000Z,-2.08,2025-10-04T00:00:00Z
2025-10-04T10:50:00.000,2025-10-04T18:50:00.000Z,-2.157,2025-10-04T00:00:00Z
2025-10-04T10:40:00.000,2025-10-04T18:40:00.000Z,-1.846,2025-10-04T00:00:00Z
2025-10-04T10:30:00.000,2025-10-04T18:30:00.000Z,-0.639,2025-10-04T00:00:00Z
2025-10-04T10:20:00.000,2025-10-04T18:20:00.000Z,-0.647,2025-10-04T00:00:00Z
2025-10-04T10:10:00.000,2025-10-04T18:10:00.000Z,-0.688,2025-10-04T00:00:00Z
2025-10-04T10:00:00.000,2025-10-04T18:00:00.000Z,-0.708,2025-10-04T00:00:00Z
2025-10-04T09:50:00.000,2025-10-04T17:50:00.000Z,-1.412,2025-10-04T00:00:00Z
2025-10-04T09:40:00.000,2025-10-04T17:40:00.000Z,-1.46,2025-10-04T00:00:00Z
2025-10-04T09:30:00.000,2025-10-04T17:30:00.000Z,-1.347,2025-10-04T00:00:00Z
2025-10-04T09:20:00.000,2025-10-04T17:20:00.000Z,-1.573,2025-10-04T00:00:00Z
2025-10-04T09:10:00.000,2025-10-04T17:10:00.000Z,-1.84,2025-10-04T00:00:00Z
2025-10-04T09:00:00.000,2025-10-04T17:00:00.000Z,-1.789,2025-10-04T00:00:00Z
2025-10-04T08:50:00.000,2025-10-04T16:50:00.000Z,-1.639,2025-10-04T00:00:00Z
2025-10-04T08:40:00.000,2025-10-04T16:40:00.000Z,-1.61,2025-10-04T00:00:00Z
2025-10-04T08:30:00.000,2025-10-04T16:30:00.000Z,-1.809,2025-10-04T00:00:00Z
2025-10-04T08:20:00.000,2025-10-04T16:20:00.000Z,-2.078,2025-10-04T00:00:00Z
2025-10-04T08:10:00.000,2025-10-04T16:10:00.000Z,-2.678,2025-10-04T00:00:00Z
2025-10-04T08:00:00.000,2025-10-04T16:00:00.000Z,-2.891,2025-10-04T00:00:00Z
2025-10-04T07:50:00.000,2025-10-04T15:50:00.000Z,-2.799,2025-10-04T00:00:00Z
2025-10-04T07:40:00.000,2025-10-04T15:40:00.000Z,-2.514,2025-10-04T00:00:00Z
2025-10-04T07:30:00.000,2025-10-04T15:30:00.000Z,-2.399,2025-10-04T00:00:00Z
2025-10-04T07:20:00.000,2025-10-04T15:20:00.000Z,-2.437,2025-10-04T00:00:00Z
2025-10-04T07:10:00.000,2025-10-04T15:10:00.000Z,-2.743,2025-10-04T00:00:00Z
2025-10-04T07:00:00.000,2025-10-04T15:00:00.000Z,-2.956,2025-10-04T00:00:00Z
2025-10-04T06:50:00.000,2025-10-04T14:50:00.000Z,-3.79,2025-10-04T00:00:00Z
2025-10-04T06:40:00.000,2025-10-04T14:40:00.000Z,-4.446,2025-10-04T00:00:00Z
2025-10-04T06:30:00.000,2025-10-04T14:30:00.000Z,-4.559,2025-10-04T00:00:00Z
2025-10-04T06:20:00.000,2025-10-04T14:20:00.000Z,-5.124,2025-10-04T00:00:00Z
2025-10-04T06:10:00.000,2025-10-04T14:10:00.000Z,-5.723,2025-10-04T00:00:00Z
2025-10-04T06:00:00.000,2025-10-04T14:00:00.000Z,-6.487,2025-10-04T00:00:00Z
2025-10-04T05:50:00.000,2025-10-04T13:50:00.000Z,-6.522,2025-10-04T00:00:00Z
2025-10-04T05:40:00.000,2025-10-04T13:40:00.000Z,-5.843,2025-10-04T00:00:00Z
2025-10-04T05:30:00.000,2025-10-04T13:30:00.000Z,-5.097,2025-10-04T00:00:00Z
2025-10-04T05:20:00.000,2025-10-04T13:20:00.000Z,-3.918,2025-10-04T00:00:00Z
2025-10-04T05:10:00.000,2025-10-04T13:10:00.000Z,-3.495,2025-10-04T00:00:00Z
2025-10-04T05:00:00.000,2025-10-04T13:00:00.000Z,-3.172,2025-10-04T00:00:00Z
2025-10-04T04:50:00.000,2025-10-04T12:50:00.000Z,-3.113,2025-10-04T00:00:00Z
2025-10-04T04:40:00.000,2025-10-04T12:40:00.000Z,-3.453,2025-10-04T00:00:00Z
2025-10-04T04:30:00.000,2025-10-04T12:30:00.000Z,-3.466,2025-10-04T00:00:00Z
2025-10-04T04:20:00.000,2025-10-04T12:20:00.000Z,-3.917,2025-10-04T00:00:00Z
2025-10-04T04:10:00.000,2025-10-04T12:10:00.000Z,-4.875,2025-10-04T00:00:00Z
2025-10-04T04:00:00.000,2025-10-04T12:00:00.000Z,-4.405,2025-10-04T00:00:00Z
2025-10-04T03:50:00.000,2025-10-04T11:50:00.000Z,-3.953,2025-10-04T00:00:00Z
2025-10-04T03:40:00.000,2025-10-04T11:40:00.000Z,-3.571,2025-10-04T00:00:00Z
2025-10-04T03:30:00.000,2025-10-04T11:30:00.000Z,-3.516,2025-10-04T00:00:00Z
2025-10-04T03:20:00.000,2025-10-04T11:20:00.000Z,-3.589,2025-10-04T00:00:00Z
2025-10-04T03:10:00.000,2025-10-04T11:10:00.000Z,-3.798,2025-10-04T00:00:00Z
2025-10-04T03:00:00.000,2025-10-04T11:00:00.000Z,-3.822,2025-10-04T00:00:00Z
2025-10-04T02:50:00.000,2025-10-04T10:50:00.000Z,-3.995,2025-10-04T00:00:00Z
2025-10-04T02:40:00.000,2025-10-04T10:40:00.000Z,-5.39,2025-10-04T00:00:00Z
2025-10-04T02:30:00.000,2025-10-04T10:30:00.000Z,-5.366,2025-10-04T00:00:00Z
2025-10-04T02:20:00.000,2025-10-04T10:20:00.000Z,-5.451,2025-10-04T00:00:00Z
2025-10-04T02:10:00.000,2025-10-04T10:10:00.000Z,-5.428,2025-10-04T00:00:00Z
2025-10-04T02:00:00.000,2025-10-04T10:00:00.000Z,-5.837,2025-10-04T00:00:00Z
2025-10-04T01:50:00.000,2025-10-04T09:50:00.000Z,-7.032,2025-10-04T00:00:00Z
2025-10-04T01:40:00.000,2025-10-04T09:40:00.000Z,-8.01,2025-10-04T00:00:00Z
2025-10-04T01:30:00.000,2025-10-04T09:30:00.000Z,-6.542,2025-10-04T00:00:00Z
2025-10-04T01:20:00.000,2025-10-04T09:20:00.000Z,-6.091,2025-10-04T00:00:00Z
2025-10-04T01:10:00.000,2025-10-04T09:10:00.000Z,-6.156,2025-10-04T00:00:00Z
2025-10-04T01:00:00.000,2025-10-04T09:00:00.000Z,-6.674,2025-10-04T00:00:00Z
2025-10-04T00:50:00.000,2025-10-04T08:50:00.000Z,-6.705,2025-10-04T00:00:00Z
2025-10-04T00:40:00.000,2025-10-04T08:40:00.000Z,-6.945,2025-10-04T00:00:00Z
2025-10-04T00:30:00.000,2025-10-04T08:30:00.000Z,-6.688,2025-10-04T00:00:00Z
2025-10-04T00:20:00.000,2025-10-04T08:20:00.000Z,-6.428,2025-10-04T00:00:00Z
2025-10-04T00:10:00.000,2025-10-04T08:10:00.000Z,-6.455,2025-10-04T00:00:00Z
2025-10-04T00:00:00.000,2025-10-04T08:00:00.000Z,-6.609,2025-10-04T00:00:00Z
2025-10-03T23:50:00.000,2025-10-04T07:50:00.000Z,-7.43,2025-10-04T00:00:00Z
2025-10-03T23:40:00.000,2025-10-04T07:40:00.000Z,-7.139,2025-10-04T00:00:00Z
2025-10-03T23:30:00.000,2025-10-04T07:30:00.000Z,-7.221,2025-10-04T00:00:00Z
2025-10-03T23:20:00.000,2025-10-04T07:20:00.000Z,-7.345,2025-10-04T00:00:00Z
2025-10-03T23:10:00.000,2025-10-04T07:10:00.000Z,-7.297,2025-10-04T00:00:00Z
2025-10-03T23:00:00.000,2025-10-04T07:00:00.000Z,-7.542,2025-10-04T00:00:00Z
2025-10-03T22:50:00.000,2025-10-04T06:50:00.000Z,-7.474,2025-10-04T00:00:00Z
2025-10-03T22:40:00.000,2025-10-04T06:40:00.000Z,-6.949,2025-10-04T00:00:00Z
2025-10-03T22:30:00.000,2025-10-04T06:30:00.000Z,-6.884,2025-10-04T00:00:00Z
2025-10-03T22:20:00.000,2025-10-04T06:20:00.000Z,-7.049,2025-10-04T00:00:00Z
2025-10-03T22:10:00.000,2025-10-04T06:10:00.000Z,-6.984,2025-10-04T00:00:00Z
2025-10-03T22:00:00.000,2025-10-04T06:00:00.000Z,-7.16,2025-10-04T00:00:00Z
2025-10-03T21:50:00.000,2025-10-04T05:50:00.000Z,-7.026,2025-10-04T00:00:00Z
2025-10-03T21:40:00.000,2025-10-04T05:40:00.000Z,-7.183,2025-10-04T00:00:00Z
2025-10-03T21:30:00.000,2025-10-04T05:30:00.000Z,-7.12,2025-10-04T00:00:00Z
2025-10-03T21:20:00.000,2025-10-04T05:20:00.000Z,-7.107,2025-10-04T00:00:00Z
2025-10-03T21:10:00.000,2025-10-04T05:10:00.000Z,-7.179,2025-10-04T00:00:00Z
2025-10-03T21:00:00.000,2025-10-04T05:00:00.000Z,-7.109,2025-10-04T00:00:00Z
2025-10-03T20:50:00.000,2025-10-04T04:50:00.000Z,-7.014,2025-10-04T00:00:00Z
2025-10-03T20:40:00.000,2025-10-04T04:40:00.000Z,-6.738,2025-10-04T00:00:00Z
2025-10-03T20:30:00.000,2025-10-04T04:30:00.000Z,-6.455,2025-10-04T00:00:00Z
2025-10-03T20:20:00.000,2025-10-04T04:20:00.000Z,-6.231,2025-10-04T00:00:00Z
2025-10-03T20:10:00.000,2025-10-04T04:10:00.000Z,-6.297,2025-10-04T00:00:00Z
2025-10-03T20:00:00.000,2025-10-04T04:00:00.000Z,-6.631,2025-10-04T00:00:00Z
2025-10-03T19:50:00.000,2025-10-04T03:50:00.000Z,-6.707,2025-10-04T00:00:00Z
2025-10-03T19:40:00.000,2025-10-04T03:40:00.000Z,-6.65,2025-10-04T00:00:00Z
2025-10-03T19:30:00.000,2025-10-04T03:30:00.000Z,-6.627,2025-10-04T00:00:00Z
2025-10-03T19:20:00.000,2025-10-04T03:20:00.000Z,-6.616,2025-10-04T00:00:00Z
2025-10-03T19:10:00.000,2025-10-04T03:10:00.000Z,-6.57,2025-10-04T00:00:00Z
2025-10-03T19:00:00.000,2025-10-04T03:00:00.000Z,-6.384,2025-10-04T00:00:00Z
2025-10-03T18:50:00.000,2025-10-04T02:50:00.000Z,-6.566,2025-10-04T00:00:00Z
2025-10-03T18:40:00.000,2025-10-04T02:40:00.000Z,-6.807,2025-10-04T00:00:00Z
2025-10-03T18:30:00.000,2025-10-04T02:30:00.000Z,-6.34,2025-10-04T00:00:00Z
2025-10-03T18:20:00.000,2025-10-04T02:20:00.000Z,-5.785,2025-10-04T00:00:00Z
2025-10-03T18:10:00.000,2025-10-04T02:10:00.000Z,-5.611,2025-10-04T00:00:00Z
2025-10-03T18:00:00.000,2025-10-04T02:00:00.000Z,-5.686,2025-10-04T00:00:00Z
2025-10-03T17:50:00.000,2025-10-04T01:50:00.000Z,-5.862,2025-10-04T00:00:00Z
2025-10-03T17:40:00.000,2025-10-04T01:40:00.000Z,-5.625,2025-10-04T00:00:00Z
2025-10-03T17:30:00.000,2025-10-04T01:30:00.000Z,-5.428,2025-10-04T00:00:00Z
2025-10-03T17:20:00.000,2025-10-04T01:20:00.000Z,-5.146,2025-10-04T00:00:00Z
2025-10-03T17:10:00.000,2025-10-04T01:10:00.000Z,-4.909,2025-10-04T00:00:00Z
2025-10-03T17:00:00.000,2025-10-04T01:00:00.000Z,-4.89,2025-10-04T00:00:00Z
2025-10-03T16:50:00.000,2025-10-04T00:50:00.000Z,-4.869,2025-10-04T00:00:00Z
2025-10-03T16:40:00.000,2025-10-04T00:40:00.000Z,-4.63,2025-10-04T00:00:00Z
2025-10-03T16:30:00.000,2025-10-04T00:30:00.000Z,-4.613,2025-10-04T00:00:00Z
2025-10-03T16:20:00.000,2025-10-04T00:20:00.000Z,-4.167,2025-10-04T00:00:00Z
2025-10-03T16:10:00.000,2025-10-04T00:10:00.000Z,-4.096,2025-10-04T00:00:00Z
2025-10-03T16:00:00.000,2025-10-04T00:00:00.000Z,-4.178,2025-10-04T00:00:00Z
2025-10-03T15:50:00.000,2025-10-03T23:50:00.000Z,-4.301,2025-10-03T00:00:00Z
2025-10-03T15:40:00.000,2025-10-03T23:40:00.000Z,-4.315,2025-10-03T00:00:00Z
2025-10-03T15:30:00.000,2025-10-03T23:30:00.000Z,-4.481,2025-10-03T00:00:00Z
2025-10-03T15:20:00.000,2025-10-03T23:20:00.000Z,-4.103,2025-10-03T00:00:00Z
2025-10-03T15:10:00.000,2025-10-03T23:10:00.000Z,-3.948,2025-10-03T00:00:00Z
2025-10-03T15:00:00.000,2025-10-03T23:00:00.000Z,-3.859,2025-10-03T00:00:00Z
2025-10-03T14:50:00.000,2025-10-03T22:50:00.000Z,-3.818,2025-10-03T00:00:00Z
2025-10-03T14:40:00.000,2025-10-03T22:40:00.000Z,-3.79,2025-10-03T00:00:00Z
2025-10-03T14:30:00.000,2025-10-03T22:30:00.000Z,-3.785,2025-10-03T00:00:00Z
2025-10-03T14:20:00.000,2025-10-03T22:20:00.000Z,-3.92,2025-10-03T00:00:00Z
2025-10-03T14:10:00.000,2025-10-03T22:10:00.000Z,-4.173,2025-10-03T00:00:00Z
2025-10-03T14:00:00.000,2025-10-03T22:00:00.000Z,-4.661,2025-10-03T00:00:00Z
2025-10-03T13:50:00.000,2025-10-03T21:50:00.000Z,-4.269,2025-10-03T00:00:00Z
2025-10-03T13:40:00.000,2025-10-03T21:40:00.000Z,-4.366,2025-10-03T00:00:00Z
2025-10-03T13:30:00.000,2025-10-03T21:30:00.000Z,-4.125,2025-10-03T00:00:00Z
2025-10-03T13:20:00.000,2025-10-03T21:20:00.000Z,-4.124,2025-10-03T00:00:00Z
2025-10-03T13:10:00.000,2025-10-03T21:10:00.000Z,-4.471,2025-10-03T00:00:00Z
2025-10-03T13:00:00.000,2025-10-03T21:00:00.000Z,-4.37,2025-10-03T00:00:00Z
2025-10-03T12:50:00.000,2025-10-03T20:50:00.000Z,-3.388,2025-10-03T00:00:00Z
2025-10-03T12:40:00.000,2025-10-03T20:40:00.000Z,-3.107,2025-10-03T00:00:00Z
2025-10-03T12:30:00.000,2025-10-03T20:30:00.000Z,-2.611,2025-10-03T00:00:00Z
2025-10-03T12:20:00.000,2025-10-03T20:20:00.000Z,-2.01,2025-10-03T00:00:00Z
